"index","eco","group","subgroup","variant","pgn","san","fen","mv","board"
"314","A85","Flank openings","Dutch with c4 & Nc3","?","1. d4 f5 2. c4 Nf6 3. Nc3","Nc3","rnbqkb1r/ppppp1pp/5n2/5p2/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 1 3","3. Nc3 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb -w rb || 
7| pb pw pb pw pb -w pb pw || 
6| -w -b -w -b -w nb -w -b || 
5| -b -w -b -w -b pw -b -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w Nb -w -b -w -b -w || 
2| Pw Pb -w -b Pw Pb Pw Pb || 
1| Rb -w Bb Qw Kb Bw Nb Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"315","A86","Flank openings","Dutch with c4 & g3","?","1. d4 f5 2. c4 Nf6 3. g3","g3","rnbqkb1r/ppppp1pp/5n2/5p2/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 1 3","3. g3 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb -w rb || 
7| pb pw pb pw pb -w pb pw || 
6| -w -b -w -b -w nb -w -b || 
5| -b -w -b -w -b pw -b -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w -b -w -b -w Pb -w || 
2| Pw Pb -w -b Pw Pb -w Pb || 
1| Rb Nw Bb Qw Kb Bw Nb Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"316","A86","Flank openings","Dutch","Hort-Antoshin system","1. d4 f5 2. c4 Nf6 3. g3 d6 4. Bg2 c6 5. Nc3 Qc7","Qc7","rnbqkb1r/pp2p1pp/2pp1n2/5p2/2PP4/2N3P1/PP2PPBP/R1BQK1NR b KQkq - 1 5","5.  ... Qc7","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw -b kw bb -w rb || 
7| pb pw qb -w pb -w pb pw || 
6| -w -b pw pb -w nb -w -b || 
5| -b -w -b -w -b pw -b -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w Nb -w -b -w Pb -w || 
2| Pw Pb -w -b Pw Pb Bw Pb || 
1| Rb -w Bb Qw Kb -w Nb Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"317","A86","Flank openings","Dutch","Leningrad Variation ","1. d4 f5 2. c4 Nf6 3. g3 g6","g6","rnbqkb1r/ppppp1pp/5n2/5p2/2PP4/6P1/PP2PP1P/RNBQKBNR b KQkq - 0 3","3.  ... g6","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb -w rb || 
7| pb pw pb pw pb -w -b pw || 
6| -w -b -w -b -w nb pw -b || 
5| -b -w -b -w -b pw -b -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w -b -w -b -w Pb -w || 
2| Pw Pb -w -b Pw Pb -w Pb || 
1| Rb Nw Bb Qw Kb Bw Nb Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"318","A87","Flank openings","Dutch","Leningrad, Main Variation ","1. d4 f5 2. c4 Nf6 3. g3 g6 4. Bg2 Bg7 5. Nf3","Nf3","rnbqk2r/ppppp1bp/5np1/5p2/2PP4/6P1/PP2PPBP/RNBQK1NR w KQkq - 2 5","5. Nf3 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw -b -w rb || 
7| pb pw pb pw pb -w bb pw || 
6| -w -b -w -b -w nb pw -b || 
5| -b -w -b -w -b pw -b -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w -b -w -b Nw Pb -w || 
2| Pw Pb -w -b Pw Pb Bw Pb || 
1| Rb Nw Bb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"319","A88","Flank openings","Dutch","Leningrad, Main Variation with c6","1. d4 f5 2. c4 Nf6 3. g3 g6 4. Bg2 Bg7 5. Nf3 O-O 6. O-O d6 7. Nc3 c6","c6","rnbq1rk1/ppp1p1bp/3p1np1/5p2/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 b - - 1 7","7.  ... c6","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb -w rb kw -b || 
7| pb pw -b -w pb -w bb pw || 
6| -w -b pw pb -w nb pw -b || 
5| -b -w -b -w -b pw -b -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w Nb -w -b Nw Pb -w || 
2| Pw Pb -w -b Pw Pb Bw Pb || 
1| Rb -w Bb Qw -b Rw Kb -w || 
bl a- b- c- d- e- f- g- h- br 
"
"320","A89","Flank openings","Dutch","Leningrad, Main Variation with Nc6","1. d4 f5 2. c4 Nf6 3. g3 g6 4. Bg2 Bg7 5. Nf3 O-O 6. O-O d6 7. Nc3 Nc6","Nc6","rnbq1rk1/ppp1p1bp/3p1np1/5p2/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 b - - 1 7","7.  ... Nc6","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb -w rb kw -b || 
7| pb pw pb -w pb -w bb pw || 
6| -w -b nw pb -w nb pw -b || 
5| -b -w -b -w -b pw -b -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w Nb -w -b Nw Pb -w || 
2| Pw Pb -w -b Pw Pb Bw Pb || 
1| Rb -w Bb Qw -b Rw Kb -w || 
bl a- b- c- d- e- f- g- h- br 
"
"321","A90","Flank openings","Dutch defense","?","1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2","Bg2","rnbqkb1r/pppp2pp/4pn2/5p2/2PP4/6P1/PP2PP1P/RNBQKBNR w KQkq - 0 4","4. Bg2 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb -w rb || 
7| pb pw pb pw -b -w pb pw || 
6| -w -b -w -b pw nb -w -b || 
5| -b -w -b -w -b pw -b -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w -b -w -b -w Pb -w || 
2| Pw Pb -w -b Pw Pb Bw Pb || 
1| Rb Nw Bb Qw Kb -w Nb Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"322","A90","Flank openings","Dutch defense","Dutch-Indian (Nimzo-Dutch) Variation ","1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2 Bb4+","Bb4+","rnbqkb1r/pppp2pp/4pn2/5p2/2PP4/6P1/PP2PPBP/RNBQK1NR b KQkq - 1 4","4.  ... Bb4+","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw -b -w rb || 
7| pb pw pb pw -b -w pb pw || 
6| -w -b -w -b pw nb -w -b || 
5| -b -w -b -w -b pw -b -w || 
4| -w bb Pw Pb -w -b -w -b || 
3| -b -w -b -w -b -w Pb -w || 
2| Pw Pb -w -b Pw Pb Bw Pb || 
1| Rb Nw Bb Qw Kb -w Nb Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"323","A90","Flank openings","Dutch-Indian, Alekhine Variation ","?","1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2 Bb4+ 5. Bd2 Be7","Be7","rnbqk2r/pppp2pp/4pn2/5p2/1bPP4/6P1/PP1BPPBP/RN1QK1NR b KQkq - 3 5","5.  ... Be7","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw -b -w rb || 
7| pb pw pb pw bb -w pb pw || 
6| -w -b -w -b pw nb -w -b || 
5| -b -w -b -w -b pw -b -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w -b -w -b -w Pb -w || 
2| Pw Pb -w Bb Pw Pb Bw Pb || 
1| Rb Nw -b Qw Kb -w Nb Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"324","A91","Flank openings","Dutch defense","?","1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2 Be7","Be7","rnbqkb1r/pppp2pp/4pn2/5p2/2PP4/6P1/PP2PPBP/RNBQK1NR b KQkq - 1 4","4.  ... Be7","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw -b -w rb || 
7| pb pw pb pw bb -w pb pw || 
6| -w -b -w -b pw nb -w -b || 
5| -b -w -b -w -b pw -b -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w -b -w -b -w Pb -w || 
2| Pw Pb -w -b Pw Pb Bw Pb || 
1| Rb Nw Bb Qw Kb -w Nb Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"325","A92","Flank openings","Dutch defense","?","1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2 Be7 5. Nf3 O-O","O-O","rnbqk2r/ppppb1pp/4pn2/5p2/2PP4/5NP1/PP2PPBP/RNBQK2R b KQkq - 3 5","5.  ... O-O","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb -w rb kw -b || 
7| pb pw pb pw bb -w pb pw || 
6| -w -b -w -b pw nb -w -b || 
5| -b -w -b -w -b pw -b -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w -b -w -b Nw Pb -w || 
2| Pw Pb -w -b Pw Pb Bw Pb || 
1| Rb Nw Bb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"326","A92","Flank openings","Dutch defense, Alekhine Variation ","?","1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2 Be7 5. Nf3 O-O 6. O-O Ne4","Ne4","rnbq1rk1/ppppb1pp/4pn2/5p2/2PP4/5NP1/PP2PPBP/RNBQ1RK1 b - - 5 6","6.  ... Ne4","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb -w rb kw -b || 
7| pb pw pb pw bb -w pb pw || 
6| -w -b -w -b pw -b -w -b || 
5| -b -w -b -w -b pw -b -w || 
4| -w -b Pw Pb nw -b -w -b || 
3| -b -w -b -w -b Nw Pb -w || 
2| Pw Pb -w -b Pw Pb Bw Pb || 
1| Rb Nw Bb Qw -b Rw Kb -w || 
bl a- b- c- d- e- f- g- h- br 
"
"327","A92","Flank openings","Dutch","Stonewall Variation ","1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2 Be7 5. Nf3 O-O 6. O-O d5","d5","rnbq1rk1/ppppb1pp/4pn2/5p2/2PP4/5NP1/PP2PPBP/RNBQ1RK1 b - - 5 6","6.  ... d5","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb -w rb kw -b || 
7| pb pw pb -w bb -w pb pw || 
6| -w -b -w -b pw nb -w -b || 
5| -b -w -b pw -b pw -b -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w -b -w -b Nw Pb -w || 
2| Pw Pb -w -b Pw Pb Bw Pb || 
1| Rb Nw Bb Qw -b Rw Kb -w || 
bl a- b- c- d- e- f- g- h- br 
"
"328","A92","Flank openings","Dutch","Stonewall with Nc3","1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2 Be7 5. Nf3 O-O 6. O-O d5 7. Nc3","Nc3","rnbq1rk1/ppp1b1pp/4pn2/3p1p2/2PP4/5NP1/PP2PPBP/RNBQ1RK1 w - - 0 7","7. Nc3 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb -w rb kw -b || 
7| pb pw pb -w bb -w pb pw || 
6| -w -b -w -b pw nb -w -b || 
5| -b -w -b pw -b pw -b -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w Nb -w -b Nw Pb -w || 
2| Pw Pb -w -b Pw Pb Bw Pb || 
1| Rb -w Bb Qw -b Rw Kb -w || 
bl a- b- c- d- e- f- g- h- br 
"
"329","A93","Flank openings","Dutch","Stonewall, Botwinnik Variation ","1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2 Be7 5. Nf3 O-O 6. O-O d5 7. b3","b3","rnbq1rk1/ppp1b1pp/4pn2/3p1p2/2PP4/5NP1/PP2PPBP/RNBQ1RK1 w - - 0 7","7. b3 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb -w rb kw -b || 
7| pb pw pb -w bb -w pb pw || 
6| -w -b -w -b pw nb -w -b || 
5| -b -w -b pw -b pw -b -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b Pw -b -w -b Nw Pb -w || 
2| Pw -b -w -b Pw Pb Bw Pb || 
1| Rb Nw Bb Qw -b Rw Kb -w || 
bl a- b- c- d- e- f- g- h- br 
"
"330","A94","Flank openings","Dutch","Stonewall with Ba3","1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2 Be7 5. Nf3 O-O 6. O-O d5 7. b3 c6 8. Ba3","Ba3","rnbq1rk1/pp2b1pp/2p1pn2/3p1p2/2PP4/1P3NP1/P3PPBP/RNBQ1RK1 w - - 0 8","8. Ba3 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb -w rb kw -b || 
7| pb pw -b -w bb -w pb pw || 
6| -w -b pw -b pw nb -w -b || 
5| -b -w -b pw -b pw -b -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| Bb Pw -b -w -b Nw Pb -w || 
2| Pw -b -w -b Pw Pb Bw Pb || 
1| Rb Nw -b Qw -b Rw Kb -w || 
bl a- b- c- d- e- f- g- h- br 
"
"331","A95","Flank openings","Dutch","Stonewall with Nc3","1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2 Be7 5. Nf3 O-O 6. O-O d5 7. Nc3 c6","c6","rnbq1rk1/ppp1b1pp/4pn2/3p1p2/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 b - - 1 7","7.  ... c6","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb -w rb kw -b || 
7| pb pw -b -w bb -w pb pw || 
6| -w -b pw -b pw nb -w -b || 
5| -b -w -b pw -b pw -b -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w Nb -w -b Nw Pb -w || 
2| Pw Pb -w -b Pw Pb Bw Pb || 
1| Rb -w Bb Qw -b Rw Kb -w || 
bl a- b- c- d- e- f- g- h- br 
"
"332","A95","Flank openings","Dutch","Stonewall: Chekhover Variation ","1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2 Be7 5. Nf3 O-O 6. O-O d5 7. Nc3 c6 8. Qc2 Qe8 9. Bg5","Bg5","rnb1qrk1/pp2b1pp/2p1pn2/3p1p2/2PP4/2N2NP1/PPQ1PPBP/R1B2RK1 w - - 2 9","9. Bg5 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw -b qw rb kw -b || 
7| pb pw -b -w bb -w pb pw || 
6| -w -b pw -b pw nb -w -b || 
5| -b -w -b pw -b pw Bb -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w Nb -w -b Nw Pb -w || 
2| Pw Pb Qw -b Pw Pb Bw Pb || 
1| Rb -w -b -w -b Rw Kb -w || 
bl a- b- c- d- e- f- g- h- br 
"
"333","A96","Flank openings","Dutch","Classical Variation ","1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2 Be7 5. Nf3 O-O 6. O-O d6","d6","rnbq1rk1/ppppb1pp/4pn2/5p2/2PP4/5NP1/PP2PPBP/RNBQ1RK1 b - - 5 6","6.  ... d6","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb -w rb kw -b || 
7| pb pw pb -w bb -w pb pw || 
6| -w -b -w pb pw nb -w -b || 
5| -b -w -b -w -b pw -b -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w -b -w -b Nw Pb -w || 
2| Pw Pb -w -b Pw Pb Bw Pb || 
1| Rb Nw Bb Qw -b Rw Kb -w || 
bl a- b- c- d- e- f- g- h- br 
"
"334","A97","Flank openings","Dutch","Ilyin-Genevsky Variation ","1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2 Be7 5. Nf3 O-O 6. O-O d6 7. Nc3 Qe8","Qe8","rnbq1rk1/ppp1b1pp/3ppn2/5p2/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 b - - 1 7","7.  ... Qe8","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw -b qw rb kw -b || 
7| pb pw pb -w bb -w pb pw || 
6| -w -b -w pb pw nb -w -b || 
5| -b -w -b -w -b pw -b -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w Nb -w -b Nw Pb -w || 
2| Pw Pb -w -b Pw Pb Bw Pb || 
1| Rb -w Bb Qw -b Rw Kb -w || 
bl a- b- c- d- e- f- g- h- br 
"
"335","A97","Flank openings","Dutch","Ilyin-Genevsky, Winter Variation ","1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2 Be7 5. Nf3 O-O 6. O-O d6 7. Nc3 Qe8 8. Re1","Re1","rnb1qrk1/ppp1b1pp/3ppn2/5p2/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 w - - 2 8","8. Re1 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw -b qw rb kw -b || 
7| pb pw pb -w bb -w pb pw || 
6| -w -b -w pb pw nb -w -b || 
5| -b -w -b -w -b pw -b -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w Nb -w -b Nw Pb -w || 
2| Pw Pb -w -b Pw Pb Bw Pb || 
1| Rb -w Bb Qw Rb -w Kb -w || 
bl a- b- c- d- e- f- g- h- br 
"
"336","A98","Flank openings","Dutch","Ilyin-Genevsky Variation with Qc2","1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2 Be7 5. Nf3 O-O 6. O-O d6 7. Nc3 Qe8 8. Qc2","Qc2","rnb1qrk1/ppp1b1pp/3ppn2/5p2/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 w - - 2 8","8. Qc2 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw -b qw rb kw -b || 
7| pb pw pb -w bb -w pb pw || 
6| -w -b -w pb pw nb -w -b || 
5| -b -w -b -w -b pw -b -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b -w Nb -w -b Nw Pb -w || 
2| Pw Pb Qw -b Pw Pb Bw Pb || 
1| Rb -w Bb -w -b Rw Kb -w || 
bl a- b- c- d- e- f- g- h- br 
"
"337","A99","Flank openings","Dutch","Ilyin-Genevsky Variation with b3","1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2 Be7 5. Nf3 O-O 6. O-O d6 7. Nc3 Qe8 8. b3","b3","rnb1qrk1/ppp1b1pp/3ppn2/5p2/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 w - - 2 8","8. b3 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw -b qw rb kw -b || 
7| pb pw pb -w bb -w pb pw || 
6| -w -b -w pb pw nb -w -b || 
5| -b -w -b -w -b pw -b -w || 
4| -w -b Pw Pb -w -b -w -b || 
3| -b Pw Nb -w -b Nw Pb -w || 
2| Pw -b -w -b Pw Pb Bw Pb || 
1| Rb -w Bb Qw -b Rw Kb -w || 
bl a- b- c- d- e- f- g- h- br 
"
"338","B00","Semi-Open Games other than the French Defense","King's pawn Opening","?","1. e4","e4","rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1","1. e4 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb nw rb || 
7| pb pw pb pw pb pw pb pw || 
6| -w -b -w -b -w -b -w -b || 
5| -b -w -b -w -b -w -b -w || 
4| -w -b -w -b Pw -b -w -b || 
3| -b -w -b -w -b -w -b -w || 
2| Pw Pb Pw Pb -w Pb Pw Pb || 
1| Rb Nw Bb Qw Kb Bw Nb Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"339","B00","Semi-Open Games other than the French Defense","Hippopotamus defense","?","1. e4 Nh6 2. d4 g6 3. c4 f6","f6","rnbqkb1r/pppppp1p/6pn/8/2PPP3/8/PP3PPP/RNBQKBNR b KQkq - 0 3","3.  ... f6","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb -w rb || 
7| pb pw pb pw pb -w -b pw || 
6| -w -b -w -b -w pb pw nb || 
5| -b -w -b -w -b -w -b -w || 
4| -w -b Pw Pb Pw -b -w -b || 
3| -b -w -b -w -b -w -b -w || 
2| Pw Pb -w -b -w Pb Pw Pb || 
1| Rb Nw Bb Qw Kb Bw Nb Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"340","B00","Semi-Open Games other than the French Defense","Corn stalk defense","?","1. e4 a5","a5","rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1","1.  ... a5","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb nw rb || 
7| -b pw pb pw pb pw pb pw || 
6| -w -b -w -b -w -b -w -b || 
5| pb -w -b -w -b -w -b -w || 
4| -w -b -w -b Pw -b -w -b || 
3| -b -w -b -w -b -w -b -w || 
2| Pw Pb Pw Pb -w Pb Pw Pb || 
1| Rb Nw Bb Qw Kb Bw Nb Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"341","B00","Semi-Open Games other than the French Defense","Lemming defense","?","1. e4 Na6","Na6","rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1","1.  ... Na6","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb kw bb nw rb || 
7| pb pw pb pw pb pw pb pw || 
6| nw -b -w -b -w -b -w -b || 
5| -b -w -b -w -b -w -b -w || 
4| -w -b -w -b Pw -b -w -b || 
3| -b -w -b -w -b -w -b -w || 
2| Pw Pb Pw Pb -w Pb Pw Pb || 
1| Rb Nw Bb Qw Kb Bw Nb Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"342","B00","Semi-Open Games other than the French Defense","Fred","?","1. e4 f5","f5","rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1","1.  ... f5","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb nw rb || 
7| pb pw pb pw pb -w pb pw || 
6| -w -b -w -b -w -b -w -b || 
5| -b -w -b -w -b pw -b -w || 
4| -w -b -w -b Pw -b -w -b || 
3| -b -w -b -w -b -w -b -w || 
2| Pw Pb Pw Pb -w Pb Pw Pb || 
1| Rb Nw Bb Qw Kb Bw Nb Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"343","B00","Semi-Open Games other than the French Defense","Barnes defense","?","1. e4 f6","f6","rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1","1.  ... f6","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb nw rb || 
7| pb pw pb pw pb -w pb pw || 
6| -w -b -w -b -w pb -w -b || 
5| -b -w -b -w -b -w -b -w || 
4| -w -b -w -b Pw -b -w -b || 
3| -b -w -b -w -b -w -b -w || 
2| Pw Pb Pw Pb -w Pb Pw Pb || 
1| Rb Nw Bb Qw Kb Bw Nb Rw || 
bl a- b- c- d- e- f- g- h- br 
"
